policy_number,months_as_customer,age,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital_gains,capital_loss
676255,405,57,1999-12-28,IN,500/1000,1000,1132.47,4000000,434293,MALE,MD,priv-house-serv,exercise,other-relative,46300,0
985446,144,37,2012-10-11,OH,250/500,2000,1896.91,0,460895,FEMALE,PhD,handlers-cleaners,sleeping,not-in-family,73700,0
884180,338,47,1995-08-19,IL,500/1000,500,1143.46,4000000,601600,MALE,MD,priv-house-serv,polo,other-relative,0,0
571462,121,34,1991-02-11,IN,500/1000,500,1285.42,0,465440,MALE,MD,priv-house-serv,video-games,wife,0,0
815883,398,55,1991-07-02,OH,250/500,2000,1305.26,0,455482,MALE,MD,farming-fishing,skydiving,wife,66200,-49700
258265,9,30,1994-04-10,IL,100/300,1000,1073.83,0,438877,FEMALE,High School,machine-op-inspct,dancing,not-in-family,0,0
569714,115,31,2005-12-04,OH,500/1000,1000,1051.67,0,479824,FEMALE,Associate,exec-managerial,bungie-jumping,not-in-family,0,0
180008,280,48,2014-07-16,IL,250/500,1000,1387.35,0,477415,MALE,JD,transport-moving,paintball,not-in-family,0,-72000
633375,254,45,2003-09-17,IL,250/500,500,1083.64,0,614372,MALE,JD,other-service,paintball,husband,59800,0
556538,141,30,2000-07-15,IL,250/500,1000,1851.78,0,465248,FEMALE,High School,craft-repair,exercise,other-relative,78800,0
669501,441,55,2009-07-29,IN,250/500,500,1270.29,4000000,449421,MALE,College,armed-forces,exercise,husband,24000,-50500
963761,381,55,1991-04-13,OH,500/1000,500,1459.99,0,445856,FEMALE,MD,other-service,chess,wife,35900,0
753005,191,38,2005-11-20,IL,100/300,2000,1253.44,0,608525,FEMALE,Masters,craft-repair,sleeping,not-in-family,0,0
454758,145,34,1990-05-20,IN,100/300,1000,1142.48,0,608813,FEMALE,JD,priv-house-serv,sleeping,other-relative,0,0
698589,479,60,2002-11-28,IL,500/1000,1000,1188.45,0,459295,FEMALE,MD,exec-managerial,camping,other-relative,0,-44800
330119,215,35,2004-06-15,IL,500/1000,1000,1125.4,0,606144,MALE,Masters,adm-clerical,yachting,husband,40000,-43400
164464,41,33,2010-09-26,OH,250/500,500,1294.41,0,476315,MALE,High School,transport-moving,sleeping,husband,0,0
927354,45,31,1990-09-15,IN,100/300,500,1459.5,0,475891,MALE,MD,priv-house-serv,movies,not-in-family,0,0
231508,156,38,2009-09-16,IL,100/300,500,1367.99,0,462525,MALE,High School,armed-forces,board-games,own-child,26500,0
272910,246,45,1999-08-12,IN,250/500,500,1594.37,0,606283,MALE,Associate,exec-managerial,board-games,own-child,0,0
305758,178,39,2009-03-08,IL,100/300,500,1035.99,0,465252,FEMALE,JD,exec-managerial,sleeping,own-child,0,0
950542,237,43,2009-04-27,OH,250/500,500,911.53,0,449979,FEMALE,PhD,sales,basketball,husband,53200,0
291544,127,34,2006-08-02,OH,500/1000,500,1319.97,0,604681,FEMALE,Associate,craft-repair,paintball,own-child,73700,0
388616,1,33,1995-12-06,OH,250/500,2000,1391.63,0,466390,MALE,Associate,sales,video-games,husband,61200,0
577992,5,21,2002-11-13,IN,250/500,500,915.41,5000000,612316,FEMALE,High School,exec-managerial,sleeping,own-child,0,0
342830,64,28,1991-11-09,IL,500/1000,1000,1468.82,0,474731,MALE,JD,handlers-cleaners,skydiving,other-relative,56800,-51800
491170,142,30,1998-01-14,IN,500/1000,500,1412.76,0,603260,MALE,PhD,armed-forces,basketball,wife,66400,-63700
175553,97,27,2002-04-25,OH,500/1000,500,1588.26,0,434370,FEMALE,High School,tech-support,movies,husband,56700,-49300
439341,121,31,1991-07-20,IN,100/300,1000,1140.91,0,478388,MALE,Associate,adm-clerical,paintball,other-relative,51300,0
221186,225,43,2004-08-13,OH,100/300,1000,1517.54,0,617883,MALE,JD,priv-house-serv,camping,own-child,0,-20900
868031,425,53,1990-06-24,OH,250/500,2000,912.29,0,464808,FEMALE,High School,priv-house-serv,paintball,husband,42900,-39100
844117,285,44,1991-08-21,OH,250/500,2000,1144.3,0,609458,MALE,MD,priv-house-serv,base-jumping,not-in-family,52600,0
744557,192,38,2011-02-25,IN,500/1000,1000,1281.43,0,432405,FEMALE,Masters,transport-moving,skydiving,not-in-family,65100,-50300
159536,285,48,2013-02-04,IL,100/300,2000,1101.85,0,457875,FEMALE,College,sales,dancing,wife,46100,0
727109,98,26,2001-02-20,IN,500/1000,2000,1082.1,0,477268,MALE,JD,exec-managerial,kayaking,other-relative,0,-30900
155604,175,36,1992-03-03,OH,500/1000,500,1185.44,0,437580,MALE,Masters,exec-managerial,kayaking,not-in-family,44900,-52500
608443,259,45,2006-12-21,IL,500/1000,2000,1175.07,0,457121,MALE,MD,craft-repair,movies,not-in-family,30100,0
117862,140,36,2000-07-14,OH,500/1000,2000,979.26,0,436364,FEMALE,JD,transport-moving,cross-fit,own-child,0,-67000
991553,231,37,1991-12-12,OH,250/500,500,920.81,0,467654,FEMALE,High School,sales,chess,wife,0,0
727443,186,38,2013-07-01,OH,100/300,500,922.85,0,471148,MALE,High School,adm-clerical,golf,husband,70300,-70900
378587,229,41,1998-12-16,OH,250/500,2000,1107.59,3000000,468202,MALE,PhD,tech-support,chess,not-in-family,65400,0
420948,180,36,2015-01-03,IL,100/300,500,1272.46,0,456959,MALE,College,prof-specialty,exercise,wife,0,0
457188,188,33,1994-04-01,IL,250/500,1000,1340.24,0,447274,MALE,High School,protective-serv,chess,own-child,0,-68800
118236,214,40,2000-08-15,OH,100/300,1000,1648.0,0,608405,MALE,JD,transport-moving,base-jumping,not-in-family,57700,-43500
987524,178,38,2014-11-13,IL,250/500,500,1381.14,0,472253,FEMALE,College,other-service,camping,wife,0,0
490596,55,35,2011-02-04,IL,500/1000,500,1198.44,8000000,438923,MALE,MD,priv-house-serv,polo,wife,0,0
524215,90,31,1990-06-24,OH,250/500,2000,951.27,0,607131,FEMALE,PhD,other-service,hiking,not-in-family,42100,0
913464,135,30,2009-01-21,IN,500/1000,2000,1341.24,0,601701,FEMALE,MD,farming-fishing,skydiving,wife,37100,-46500
398484,277,46,1992-11-07,IL,250/500,2000,1177.57,0,469220,FEMALE,Associate,adm-clerical,video-games,husband,0,-65500
752504,211,38,1997-05-15,IN,250/500,1000,1055.09,0,433250,FEMALE,Masters,transport-moving,video-games,own-child,0,0
449263,156,32,1992-03-20,IL,250/500,500,1479.48,0,444413,MALE,Masters,prof-specialty,bungie-jumping,unmarried,0,0
844007,84,30,1995-07-17,IN,500/1000,2000,1827.38,0,433593,MALE,Associate,priv-house-serv,polo,other-relative,0,-15900
686522,136,32,2000-12-27,IN,100/300,500,1169.62,0,458143,FEMALE,JD,sales,yachting,not-in-family,0,0
670142,310,48,1999-08-06,IN,100/300,500,1516.34,0,474167,FEMALE,JD,adm-clerical,sleeping,unmarried,11000,0
607687,123,34,2007-03-03,OH,500/1000,2000,1270.21,0,476413,FEMALE,College,sales,sleeping,husband,16100,-61200
967713,243,44,1997-12-25,IL,250/500,500,809.11,0,600208,MALE,JD,craft-repair,polo,other-relative,33200,0
291902,36,37,2013-11-06,IL,500/1000,1000,1115.81,0,618926,FEMALE,Masters,machine-op-inspct,reading,husband,0,-59800
149839,146,31,1990-09-21,OH,100/300,1000,1457.65,5000000,606219,FEMALE,College,armed-forces,camping,own-child,0,0
840225,154,34,1999-10-05,OH,100/300,1000,1041.36,0,448436,FEMALE,JD,priv-house-serv,cross-fit,husband,53100,-43900
643226,204,40,1992-04-07,OH,250/500,1000,1693.83,7000000,447976,MALE,High School,protective-serv,polo,other-relative,44000,-20800
535879,458,59,2009-03-05,IN,100/300,1000,1685.69,0,472236,FEMALE,High School,protective-serv,hiking,wife,31400,0
746630,147,31,1997-02-10,IN,250/500,500,1054.92,6000000,468232,FEMALE,PhD,prof-specialty,exercise,own-child,51900,0
598308,279,45,1992-01-28,IN,250/500,2000,1333.97,6000000,620819,FEMALE,MD,other-service,bungie-jumping,unmarried,61100,-30700
720356,308,47,2013-09-16,OH,100/300,1000,1013.61,6000000,452349,FEMALE,Associate,craft-repair,movies,own-child,45700,-41400
724752,284,48,2008-05-16,IL,500/1000,500,958.3,0,464646,FEMALE,PhD,machine-op-inspct,exercise,husband,47900,0
148498,108,31,2002-01-04,IN,250/500,2000,1112.04,6000000,472209,FEMALE,PhD,other-service,base-jumping,own-child,52800,-54300
110122,421,57,2002-04-02,IN,250/500,2000,1206.26,0,459955,FEMALE,Associate,armed-forces,bungie-jumping,own-child,69900,0
281388,266,42,1998-07-16,IL,500/1000,1000,763.67,0,473389,MALE,Associate,prof-specialty,movies,own-child,12800,-49700
728600,412,56,2002-08-15,IL,250/500,500,1042.56,0,616767,MALE,High School,handlers-cleaners,yachting,own-child,0,-66100
231548,31,32,1999-09-07,IL,100/300,2000,1263.48,4000000,442948,FEMALE,JD,other-service,hiking,wife,46800,-87300
531160,465,63,2012-01-12,IL,250/500,500,1006.99,6000000,458936,FEMALE,Masters,sales,board-games,own-child,0,0
889003,126,31,1996-08-18,OH,250/500,1000,1328.26,0,613921,MALE,Masters,sales,exercise,not-in-family,42300,-45800
193213,407,55,1996-03-11,OH,100/300,1000,1250.08,5000000,474598,FEMALE,PhD,tech-support,bungie-jumping,wife,0,-57700
557218,101,27,1997-11-23,IL,500/1000,500,982.7,6000000,440865,FEMALE,College,transport-moving,video-games,unmarried,30800,-43700
125591,187,37,2013-08-08,IN,500/1000,1000,1412.06,5000000,450947,FEMALE,Masters,protective-serv,reading,not-in-family,60100,0
227244,252,46,1996-11-30,IN,500/1000,2000,1066.7,0,473370,FEMALE,JD,handlers-cleaners,sleeping,own-child,0,0
791425,229,43,1997-06-18,IN,250/500,2000,1585.54,0,463153,MALE,High School,protective-serv,reading,not-in-family,42600,-44400
354455,246,39,2007-04-19,IN,250/500,1000,1416.08,0,612546,FEMALE,JD,craft-repair,yachting,other-relative,0,-36600
601042,190,38,2007-09-19,OH,250/500,500,1246.03,0,442919,MALE,JD,craft-repair,movies,unmarried,61900,-50000
433663,95,32,1996-12-21,IN,500/1000,2000,1356.64,0,449352,MALE,Masters,machine-op-inspct,golf,not-in-family,67800,-48600
471938,205,42,2008-02-03,IL,100/300,2000,1387.7,4000000,470104,FEMALE,High School,priv-house-serv,skydiving,other-relative,0,0
564654,41,25,2003-07-16,OH,100/300,1000,1004.14,0,459889,MALE,Masters,priv-house-serv,sleeping,wife,35400,0
645723,137,35,1991-05-05,OH,500/1000,500,1107.07,0,478868,FEMALE,High School,protective-serv,movies,husband,0,-45300
573572,194,34,1991-06-16,IL,100/300,500,1429.96,0,463307,FEMALE,JD,protective-serv,board-games,husband,67800,0
437960,128,35,2001-04-03,IN,250/500,1000,1074.99,0,453620,FEMALE,Associate,adm-clerical,bungie-jumping,husband,0,-48800
649800,150,37,2014-03-16,OH,500/1000,1000,1007.0,0,466238,FEMALE,PhD,transport-moving,board-games,unmarried,30400,-89400
544225,104,30,2010-08-03,OH,100/300,500,1052.85,0,607697,FEMALE,MD,protective-serv,skydiving,other-relative,0,-70100
390256,163,37,2009-11-25,IN,500/1000,1000,1200.33,4000000,477631,FEMALE,High School,craft-repair,cross-fit,own-child,0,-36400
488597,80,26,2001-05-08,IL,100/300,1000,1343.0,0,443625,MALE,Masters,handlers-cleaners,camping,other-relative,64600,0
133889,65,29,2004-06-14,OH,250/500,2000,1441.6,5000000,472223,FEMALE,MD,sales,kayaking,own-child,0,0
931901,179,32,1994-08-07,OH,100/300,1000,1433.42,6000000,608328,FEMALE,Associate,protective-serv,base-jumping,own-child,53800,0
769475,372,50,2004-08-26,OH,500/1000,2000,1368.57,0,474860,FEMALE,MD,tech-support,paintball,other-relative,0,0
844062,398,55,1990-05-25,OH,250/500,500,862.19,0,606858,MALE,High School,adm-clerical,movies,unmarried,69400,0
844129,213,35,1990-09-20,OH,250/500,500,871.46,0,477938,MALE,MD,tech-support,movies,husband,58500,-77700
732169,79,25,2000-11-05,OH,500/1000,500,1863.04,0,462698,FEMALE,Associate,priv-house-serv,paintball,not-in-family,53400,-35200
221854,232,44,1994-10-03,OH,250/500,2000,1181.64,0,454552,MALE,College,other-service,exercise,wife,25800,0
776950,230,37,2005-04-11,IL,500/1000,1000,1060.74,0,471585,MALE,PhD,tech-support,reading,own-child,0,-51500
291006,234,41,1990-05-16,IN,100/300,500,951.56,0,455426,FEMALE,JD,transport-moving,video-games,wife,59400,-78600
845751,240,40,2004-09-11,IN,100/300,500,1533.71,9000000,469856,FEMALE,JD,protective-serv,polo,own-child,0,-70900
889764,143,33,1993-11-30,OH,500/1000,1000,1200.09,0,454191,FEMALE,Associate,craft-repair,board-games,unmarried,38400,-5700
929306,266,42,2003-03-06,IN,100/300,500,1093.83,4000000,468454,MALE,Associate,adm-clerical,board-games,other-relative,0,-49600
515457,89,32,1996-12-18,IN,250/500,1000,988.93,0,614187,FEMALE,High School,craft-repair,golf,unmarried,27600,0
556270,229,37,1995-02-21,IN,500/1000,1000,1331.94,0,433974,FEMALE,Masters,farming-fishing,base-jumping,not-in-family,0,-55400
908935,245,40,2009-12-11,IL,500/1000,1000,1361.45,0,604833,MALE,PhD,handlers-cleaners,camping,unmarried,39300,0
525862,50,44,2000-10-18,OH,250/500,2000,1188.51,0,447469,MALE,College,handlers-cleaners,bungie-jumping,unmarried,0,-65800
490514,230,43,2007-02-09,IN,500/1000,2000,1101.83,0,451529,MALE,High School,exec-managerial,cross-fit,other-relative,28900,0
774895,17,39,2006-10-28,IL,250/500,1000,840.95,0,431202,FEMALE,JD,adm-clerical,hiking,unmarried,32500,-80800
974522,163,36,2000-01-27,IN,250/500,1000,1503.21,0,448190,MALE,MD,other-service,cross-fit,husband,55700,-49900
669809,29,32,2002-04-05,OH,100/300,1000,1722.5,0,453713,MALE,High School,other-service,base-jumping,wife,0,-21500
182953,232,42,2013-04-30,IN,100/300,500,944.03,0,440153,MALE,College,handlers-cleaners,kayaking,not-in-family,0,-58400
836349,235,39,2013-05-01,IL,500/1000,2000,1453.61,4000000,619570,MALE,JD,craft-repair,yachting,other-relative,0,0
591269,295,46,1999-01-09,IN,100/300,500,1672.88,0,478947,FEMALE,High School,armed-forces,dancing,wife,0,0
550127,22,21,2007-07-04,IN,250/500,1000,1248.05,0,443550,FEMALE,High School,exec-managerial,movies,husband,37500,-54000
663190,286,43,1994-02-05,IL,100/300,500,1564.43,3000000,477644,FEMALE,MD,prof-specialty,movies,unmarried,77500,-32800
109392,257,44,2006-07-12,OH,100/300,1000,1280.88,0,433981,MALE,MD,other-service,basketball,other-relative,59400,-32200
215278,94,26,2007-10-24,IN,100/300,500,722.66,0,433696,MALE,MD,exec-managerial,camping,husband,50300,0
674570,124,28,2001-12-08,OH,250/500,1000,1235.14,0,443567,MALE,MD,exec-managerial,camping,husband,0,-32100
681486,141,30,2007-03-24,IN,500/1000,1000,1347.04,0,430665,MALE,High School,sales,bungie-jumping,own-child,0,-82100
941851,3,38,1991-07-16,OH,500/1000,1000,1310.8,0,431289,FEMALE,Masters,craft-repair,paintball,unmarried,0,0
186934,285,41,2014-01-05,IL,100/300,1000,1436.79,0,608177,FEMALE,PhD,prof-specialty,sleeping,wife,70900,0
918516,130,34,2003-02-17,OH,250/500,500,1383.49,3000000,442797,FEMALE,Masters,armed-forces,bungie-jumping,other-relative,35100,0
533940,458,62,2011-11-18,IL,500/1000,2000,1356.92,5000000,441714,MALE,Associate,handlers-cleaners,base-jumping,wife,0,0
556080,456,60,1996-11-11,OH,250/500,1000,766.19,0,612260,FEMALE,Associate,sales,kayaking,husband,0,0
